ID,chrom,loc.start,loc.end,seq_length
TCGA-A7-A0D9-01,17,60842839,63326210,2483371
TCGA-A7-A0D9-01,17,63327651,64083688,756037
TCGA-A7-A0D9-01,17,64090482,65187944,1097462
TCGA-A7-A0D9-01,17,65190429,65389305,198876
TCGA-A7-A0D9-01,17,65395023,65678488,283465
TCGA-A7-A0D9-01,17,65678822,66025883,347061
TCGA-A7-A0D9-01,17,66037343,66670572,633229
TCGA-A7-A0D9-01,17,66671324,67925574,1254250
TCGA-A7-A0D9-01,17,67925639,67925806,167
TCGA-A7-A0D9-01,17,67926133,80639336,12713203
TCGA-A7-A0D9-01,17,80639370,80646184,6814
TCGA-A7-A0D9-01,17,80648318,80917016,268698
TCGA-A7-A0D9-01,18,329586,38029248,37699662
TCGA-A7-A0D9-01,18,38029873,38033125,3252
TCGA-A7-A0D9-01,18,38039881,77109240,39069359
TCGA-A7-A0D9-01,19,284018,7794526,7510508
TCGA-A7-A0D9-01,19,7794637,7797612,2975
TCGA-A7-A0D9-01,19,7799597,58878226,51078629
TCGA-A7-A0D9-01,20,455764,45447282,44991518
TCGA-A7-A0D9-01,20,45450929,46449865,998936
TCGA-A7-A0D9-01,20,46465897,47311204,845307
TCGA-A7-A0D9-01,20,47312418,47556664,244246
TCGA-A7-A0D9-01,20,47560494,48981372,1420878
TCGA-A7-A0D9-01,20,48981407,49058029,76622
TCGA-A7-A0D9-01,20,49060228,49174124,113896
TCGA-A7-A0D9-01,20,49174508,49174602,94
TCGA-A7-A0D9-01,20,49174720,49670475,495755
TCGA-A7-A0D9-01,20,49671435,49674077,2642
TCGA-A7-A0D9-01,20,49678113,49785010,106897
TCGA-A7-A0D9-01,20,49788538,50027732,239194
TCGA-A7-A0D9-01,20,50029405,50724067,694662
TCGA-A7-A0D9-01,20,50726392,50987391,260999
TCGA-A7-A0D9-01,20,50987941,51590534,602593
TCGA-A7-A0D9-01,20,51591277,51634220,42943
TCGA-A7-A0D9-01,20,51634425,52032208,397783
TCGA-A7-A0D9-01,20,52032991,52323746,290755
TCGA-A7-A0D9-01,20,52323829,52328989,5160
TCGA-A7-A0D9-01,20,52329084,54813162,2484078
TCGA-A7-A0D9-01,20,54813533,56130620,1317087
TCGA-A7-A0D9-01,20,56131053,57477742,1346689
TCGA-A7-A0D9-01,20,57478145,57584890,106745
TCGA-A7-A0D9-01,20,57587388,58120955,533567
TCGA-A7-A0D9-01,20,58121389,58749581,628192
TCGA-A7-A0D9-01,20,58749932,58762137,12205
TCGA-A7-A0D9-01,20,58767356,58986719,219363
TCGA-A7-A0D9-01,20,58993287,59503618,510331
TCGA-A7-A0D9-01,20,59503917,59940918,437001
TCGA-A7-A0D9-01,20,59944089,59944878,789
TCGA-A7-A0D9-01,20,59945898,62218916,2273018
TCGA-A7-A0D9-01,20,62219648,62219837,189
TCGA-A7-A0D9-01,21,15347621,18122773,2775152
TCGA-A7-A0D9-01,21,18123473,18125164,1691
TCGA-A7-A0D9-01,21,18132867,25585384,7452517
TCGA-A7-A0D9-01,21,25588249,25588339,90
TCGA-A7-A0D9-01,21,25588956,47678774,22089818
TCGA-A7-A0D9-01,22,17423930,49331012,31907082
TCGA-A7-A0D9-01,23,3157107,154905589,151748482
TCGA-A7-A0DA-01,1,3218610,18910237,15691627
TCGA-A7-A0DA-01,1,18913558,18913618,60
TCGA-A7-A0DA-01,1,18913834,19400691,486857
TCGA-A7-A0DA-01,1,19401405,19401968,563
TCGA-A7-A0DA-01,1,19402390,36387819,16985429
TCGA-A7-A0DA-01,1,36390013,37296042,906029
TCGA-A7-A0DA-01,1,37301163,37364924,63761
TCGA-A7-A0DA-01,1,37364984,76346731,38981747
TCGA-A7-A0DA-01,1,76346832,76383049,36217
TCGA-A7-A0DA-01,1,76384985,78217000,1832015
TCGA-A7-A0DA-01,1,78217677,99969159,21751482
TCGA-A7-A0DA-01,1,99971142,109568487,9597345
TCGA-A7-A0DA-01,1,109612458,120527361,10914903
TCGA-A7-A0DA-01,1,149879545,171413211,21533666
TCGA-A7-A0DA-01,1,171413250,202503815,31090565
TCGA-A7-A0DA-01,1,202512246,203786465,1274219
TCGA-A7-A0DA-01,1,203789465,203818743,29278
TCGA-A7-A0DA-01,1,203825676,227909370,24083694
TCGA-A7-A0DA-01,1,227910669,227981505,70836
TCGA-A7-A0DA-01,1,227984466,228068143,83677
TCGA-A7-A0DA-01,1,228069441,231314990,3245549
TCGA-A7-A0DA-01,1,231315904,231360378,44474
TCGA-A7-A0DA-01,1,231362923,231365820,2897
TCGA-A7-A0DA-01,1,231366347,239686177,8319830
TCGA-A7-A0DA-01,1,239686271,247813706,8127435
TCGA-A7-A0DA-01,2,484222,134924154,134439932
TCGA-A7-A0DA-01,2,134925330,233077382,98152052
TCGA-A7-A0DA-01,2,233080295,233082931,2636
TCGA-A7-A0DA-01,2,233093315,236817519,3724204
TCGA-A7-A0DA-01,2,236817629,242476062,5658433
TCGA-A7-A0DA-01,3,2212571,38128234,35915663
TCGA-A7-A0DA-01,3,38130113,38130473,360
TCGA-A7-A0DA-01,3,38132097,42364505,4232408
TCGA-A7-A0DA-01,3,42366721,61595751,19229030
TCGA-A7-A0DA-01,3,61695558,63840007,2144449
TCGA-A7-A0DA-01,3,63842351,83269238,19426887
TCGA-A7-A0DA-01,3,83272291,115735816,32463525
TCGA-A7-A0DA-01,3,115738313,115740620,2307
TCGA-A7-A0DA-01,3,115740719,116475677,734958
TCGA-A7-A0DA-01,3,116477045,116481414,4369
TCGA-A7-A0DA-01,3,116482965,129737383,13254418
TCGA-A7-A0DA-01,3,129741366,129890397,149031
TCGA-A7-A0DA-01,3,129891741,150789394,20897653
TCGA-A7-A0DA-01,3,150790108,150941186,151078
TCGA-A7-A0DA-01,3,150943063,168227558,17284495
TCGA-A7-A0DA-01,3,168227876,175048200,6820324
TCGA-A7-A0DA-01,3,175049184,175049294,110
TCGA-A7-A0DA-01,3,175051115,177709041,2657926
TCGA-A7-A0DA-01,3,177711167,183114775,5403608
TCGA-A7-A0DA-01,3,183116781,193875909,10759128
TCGA-A7-A0DA-01,3,193879695,193895196,15501
TCGA-A7-A0DA-01,3,193903156,197538677,3635521
TCGA-A7-A0DA-01,4,1053934,6673462,5619528
TCGA-A7-A0DA-01,4,6677063,6688152,11089
TCGA-A7-A0DA-01,4,6689656,11448182,4758526
TCGA-A7-A0DA-01,4,11448644,35646378,24197734
TCGA-A7-A0DA-01,4,35652787,48068826,12416039
TCGA-A7-A0DA-01,4,52698757,106292275,53593518
TCGA-A7-A0DA-01,4,106295847,106297189,1342
TCGA-A7-A0DA-01,4,106297229,154393640,48096411
TCGA-A7-A0DA-01,4,154395308,155998685,1603377
TCGA-A7-A0DA-01,4,156007879,156008037,158
TCGA-A7-A0DA-01,4,156008360,188763651,32755291
TCGA-A7-A0DA-01,5,914233,1428514,514281
TCGA-A7-A0DA-01,5,1890233,33423373,31533140
TCGA-A7-A0DA-01,5,33425098,33446539,21441
TCGA-A7-A0DA-01,5,33447056,36988122,3541066
TCGA-A7-A0DA-01,5,36988550,45378456,8389906
TCGA-A7-A0DA-01,5,50124856,77907628,27782772
TCGA-A7-A0DA-01,5,77909923,77940255,30332
TCGA-A7-A0DA-01,5,77940652,134885890,56945238
TCGA-A7-A0DA-01,5,134887433,134986196,98763
TCGA-A7-A0DA-01,5,134987090,171693673,36706583
TCGA-A7-A0DA-01,5,171703357,180360469,8657112
TCGA-A7-A0DA-01,6,1014281,2403842,1389561
TCGA-A7-A0DA-01,6,2404610,2729837,325227
TCGA-A7-A0DA-01,6,2729912,3086425,356513
TCGA-A7-A0DA-01,6,3095388,3476276,380888
TCGA-A7-A0DA-01,6,3476579,3635098,158519
TCGA-A7-A0DA-01,6,3636411,3957629,321218
TCGA-A7-A0DA-01,6,3957652,4004643,46991
TCGA-A7-A0DA-01,6,4004679,4058149,53470
TCGA-A7-A0DA-01,6,4058782,4101567,42785
TCGA-A7-A0DA-01,6,4102569,4251562,148993
TCGA-A7-A0DA-01,6,4252944,4731576,478632
TCGA-A7-A0DA-01,6,4736115,4787796,51681
TCGA-A7-A0DA-01,6,4789259,5968242,1178983
TCGA-A7-A0DA-01,6,5970623,6293036,322413
TCGA-A7-A0DA-01,6,6301498,8571786,2270288
TCGA-A7-A0DA-01,6,8572447,8739771,167324
TCGA-A7-A0DA-01,6,8740010,8987932,247922
TCGA-A7-A0DA-01,6,8989443,9544706,555263
TCGA-A7-A0DA-01,6,9548346,9703069,154723
TCGA-A7-A0DA-01,6,9708697,10756308,1047611
TCGA-A7-A0DA-01,6,10762112,11003223,241111
TCGA-A7-A0DA-01,6,11004561,11466768,462207
TCGA-A7-A0DA-01,6,11468059,11783182,315123
TCGA-A7-A0DA-01,6,11786165,12257486,471321
TCGA-A7-A0DA-01,6,12258294,13642922,1384628
TCGA-A7-A0DA-01,6,13643265,14216235,572970
TCGA-A7-A0DA-01,6,14216919,14358016,141097
TCGA-A7-A0DA-01,6,14360291,15593613,1233322
TCGA-A7-A0DA-01,6,15596006,16147349,551343
TCGA-A7-A0DA-01,6,16150273,16158863,8590
TCGA-A7-A0DA-01,6,16162007,16188140,26133
TCGA-A7-A0DA-01,6,16189663,16374180,184517
TCGA-A7-A0DA-01,6,16374506,16754366,379860
TCGA-A7-A0DA-01,6,16754499,16964927,210428
TCGA-A7-A0DA-01,6,16969017,18307643,1338626
TCGA-A7-A0DA-01,6,18342134,21070476,2728342
TCGA-A7-A0DA-01,6,21073029,21502768,429739
TCGA-A7-A0DA-01,6,21503218,21503734,516
TCGA-A7-A0DA-01,6,21506426,22107364,600938
TCGA-A7-A0DA-01,6,22108707,22167185,58478
TCGA-A7-A0DA-01,6,22172616,22741451,568835
TCGA-A7-A0DA-01,6,22741790,23935925,1194135
TCGA-A7-A0DA-01,6,23938723,26138378,2199655
TCGA-A7-A0DA-01,6,26139310,26366132,226822
TCGA-A7-A0DA-01,6,26412216,28478595,2066379
TCGA-A7-A0DA-01,6,28479418,30817866,2338448
TCGA-A7-A0DA-01,6,30817879,30908266,90387
TCGA-A7-A0DA-01,6,30913458,30957766,44308
TCGA-A7-A0DA-01,6,30958254,31206408,248154
TCGA-A7-A0DA-01,6,32869045,43528441,10659396
TCGA-A7-A0DA-01,6,43528559,43587151,58592
TCGA-A7-A0DA-01,6,43588898,57094695,13505797
TCGA-A7-A0DA-01,6,57098599,57102054,3455
TCGA-A7-A0DA-01,6,57102723,73295531,16192808
TCGA-A7-A0DA-01,6,73295805,76718920,3423115
TCGA-A7-A0DA-01,6,76723011,76729584,6573
TCGA-A7-A0DA-01,6,76731056,76773498,42442
TCGA-A7-A0DA-01,6,76774529,78451149,1676620
TCGA-A7-A0DA-01,6,78457695,78496462,38767
TCGA-A7-A0DA-01,6,78499879,99402632,20902753
TCGA-A7-A0DA-01,6,99403727,101109175,1705448
TCGA-A7-A0DA-01,6,101114758,106116457,5001699
TCGA-A7-A0DA-01,6,106122165,106151512,29347
TCGA-A7-A0DA-01,6,106153670,134775037,28621367
TCGA-A7-A0DA-01,6,134777728,145033964,10256236
TCGA-A7-A0DA-01,6,145034402,170903919,25869517
TCGA-A7-A0DA-01,7,705284,11009092,10303808
TCGA-A7-A0DA-01,7,11009208,11038871,29663
TCGA-A7-A0DA-01,7,11045474,47772086,36726612
TCGA-A7-A0DA-01,7,47773024,50700836,2927812
TCGA-A7-A0DA-01,7,50704994,73408009,22703015
TCGA-A7-A0DA-01,7,73416183,88141179,14724996
TCGA-A7-A0DA-01,7,89895863,96181391,6285528
TCGA-A7-A0DA-01,7,96187741,96205674,17933
TCGA-A7-A0DA-01,7,96206949,107004082,10797133
TCGA-A7-A0DA-01,7,107004097,107061326,57229
TCGA-A7-A0DA-01,7,107070025,148422581,41352556
TCGA-A7-A0DA-01,7,148425053,148593145,168092
TCGA-A7-A0DA-01,7,148596377,157038803,8442426
TCGA-A7-A0DA-01,7,157038820,157146663,107843
TCGA-A7-A0DA-01,7,157147564,158385118,1237554
TCGA-A7-A0DA-01,8,617667,13369061,12751394
TCGA-A7-A0DA-01,8,13369165,13406688,37523
TCGA-A7-A0DA-01,8,13407986,14909013,1501027
TCGA-A7-A0DA-01,8,14909285,14909339,54
TCGA-A7-A0DA-01,8,14910045,28891287,13981242
TCGA-A7-A0DA-01,8,28893077,28923048,29971
TCGA-A7-A0DA-01,8,28924858,42347635,13422777
TCGA-A7-A0DA-01,8,42349230,66834058,24484828
TCGA-A7-A0DA-01,8,66839766,70206603,3366837
TCGA-A7-A0DA-01,8,70207597,70208317,720
TCGA-A7-A0DA-01,8,70211572,70952739,741167
TCGA-A7-A0DA-01,8,70953927,70963432,9505
TCGA-A7-A0DA-01,8,70964372,77991425,7027053
TCGA-A7-A0DA-01,8,77993195,78006958,13763
TCGA-A7-A0DA-01,8,78008179,93019652,15011473
TCGA-A7-A0DA-01,8,93019961,93020129,168
TCGA-A7-A0DA-01,8,93020588,95556550,2535962
TCGA-A7-A0DA-01,8,95556588,95576350,19762
TCGA-A7-A0DA-01,8,95578349,115163001,19584652
TCGA-A7-A0DA-01,8,115163562,115168901,5339
TCGA-A7-A0DA-01,8,115181572,125765240,10583668
TCGA-A7-A0DA-01,8,125765303,125870284,104981
TCGA-A7-A0DA-01,8,125871112,144412629,18541517
TCGA-A7-A0DA-01,8,144415157,145232496,817339
TCGA-A7-A0DA-01,9,789932,11275208,10485276
TCGA-A7-A0DA-01,9,12531493,24982125,12450632
TCGA-A7-A0DA-01,9,24984658,71039044,46054386
TCGA-A7-A0DA-01,9,71039940,80373087,9333147
TCGA-A7-A0DA-01,9,80381052,80408592,27540
TCGA-A7-A0DA-01,9,80410513,80582364,171851
TCGA-A7-A0DA-01,9,80583690,80584009,319
TCGA-A7-A0DA-01,9,80584236,81560031,975795
TCGA-A7-A0DA-01,9,81561088,81634435,73347
TCGA-A7-A0DA-01,9,81636767,102445648,20808881
TCGA-A7-A0DA-01,9,102447330,102914387,467057
TCGA-A7-A0DA-01,9,102914622,114023108,11108486
TCGA-A7-A0DA-01,9,114024897,114218760,193863
TCGA-A7-A0DA-01,9,114218947,120095212,5876265
TCGA-A7-A0DA-01,9,120100872,120265254,164382
TCGA-A7-A0DA-01,9,120270443,140938752,20668309
TCGA-A7-A0DA-01,10,415240,3730104,3314864
TCGA-A7-A0DA-01,10,3732975,4307011,574036
TCGA-A7-A0DA-01,10,4307036,4307334,298
TCGA-A7-A0DA-01,10,4309093,4542299,233206
TCGA-A7-A0DA-01,10,4548480,42990273,38441793
TCGA-A7-A0DA-01,10,43000482,70649027,27648545
TCGA-A7-A0DA-01,10,70649244,93713791,23064547
TCGA-A7-A0DA-01,10,93715349,93944639,229290
TCGA-A7-A0DA-01,10,93955851,102108523,8152672
TCGA-A7-A0DA-01,10,102109202,102152297,43095
TCGA-A7-A0DA-01,10,102152831,118061621,15908790
TCGA-A7-A0DA-01,10,118069670,118136256,66586
TCGA-A7-A0DA-01,10,118141435,129481479,11340044
TCGA-A7-A0DA-01,10,129482294,129484680,2386
TCGA-A7-A0DA-01,10,129485407,131818651,2333244
TCGA-A7-A0DA-01,10,131819641,135225087,3405446
TCGA-A7-A0DA-01,11,456120,27226709,26770589
TCGA-A7-A0DA-01,11,27229536,40025498,12795962
TCGA-A7-A0DA-01,11,40026640,40050000,23360
TCGA-A7-A0DA-01,11,40050534,41235079,1184545
TCGA-A7-A0DA-01,11,41235144,41239607,4463
TCGA-A7-A0DA-01,11,41241738,50050722,8808984
TCGA-A7-A0DA-01,11,50051296,78061689,28010393
TCGA-A7-A0DA-01,11,78063602,78098727,35125
TCGA-A7-A0DA-01,11,78107608,84068600,5960992
TCGA-A7-A0DA-01,11,84185247,97676302,13491055
TCGA-A7-A0DA-01,11,97684602,110033237,12348635
TCGA-A7-A0DA-01,11,110033535,110187823,154288
TCGA-A7-A0DA-01,11,110188947,122986326,12797379
TCGA-A7-A0DA-01,11,122991436,124767290,1775854
TCGA-A7-A0DA-01,11,124790838,126776832,1985994
TCGA-A7-A0DA-01,11,126782534,127712554,930020
TCGA-A7-A0DA-01,11,127713173,134140152,6426979
TCGA-A7-A0DA-01,12,889902,95390854,94500952
TCGA-A7-A0DA-01,12,95394350,95411491,17141
TCGA-A7-A0DA-01,12,95416423,96907972,1491549
TCGA-A7-A0DA-01,12,96912598,96912699,101
TCGA-A7-A0DA-01,12,96912793,113532467,16619674
TCGA-A7-A0DA-01,12,113543621,113558943,15322
TCGA-A7-A0DA-01,12,113560904,124267638,10706734
TCGA-A7-A0DA-01,12,124267703,124281158,13455
TCGA-A7-A0DA-01,12,124285913,131280541,6994628
TCGA-A7-A0DA-01,12,131280714,131400652,119938
TCGA-A7-A0DA-01,12,131401591,132382967,981376
TCGA-A7-A0DA-01,12,132390163,133161346,771183
TCGA-A7-A0DA-01,13,19450806,22958377,3507571
TCGA-A7-A0DA-01,13,22958777,22961719,2942
TCGA-A7-A0DA-01,13,22963077,50494584,27531507
TCGA-A7-A0DA-01,13,51624282,61032739,9408457
TCGA-A7-A0DA-01,13,61036192,61051934,15742
TCGA-A7-A0DA-01,13,61052747,73577348,12524601
TCGA-A7-A0DA-01,13,73577728,73659459,81731
TCGA-A7-A0DA-01,13,73664475,84669551,11005076
TCGA-A7-A0DA-01,13,84675752,84683557,7805
TCGA-A7-A0DA-01,13,84684465,114987458,30302993
TCGA-A7-A0DA-01,14,20501368,20632200,130832
TCGA-A7-A0DA-01,14,20635506,22103133,1467627
TCGA-A7-A0DA-01,14,22103595,24425058,2321463
TCGA-A7-A0DA-01,14,24494243,24499991,5748
TCGA-A7-A0DA-01,14,24500103,42667291,18167188
TCGA-A7-A0DA-01,14,42668286,51647059,8978773
TCGA-A7-A0DA-01,14,51647640,51647805,165
TCGA-A7-A0DA-01,14,51648280,64849873,13201593
TCGA-A7-A0DA-01,14,64852905,79247438,14394533
TCGA-A7-A0DA-01,14,79250144,87102595,7852451
TCGA-A7-A0DA-01,14,87103671,87103697,26
TCGA-A7-A0DA-01,14,87109568,91352234,4242666
TCGA-A7-A0DA-01,14,91353825,103991999,12638174
TCGA-A7-A0DA-01,14,103996733,104028270,31537
TCGA-A7-A0DA-01,14,104028306,105988038,1959732
TCGA-A7-A0DA-01,15,23687685,58946989,35259304
TCGA-A7-A0DA-01,15,58949991,101884307,42934316
TCGA-A7-A0DA-01,16,653459,668967,15508
TCGA-A7-A0DA-01,16,668980,1522176,853196
TCGA-A7-A0DA-01,16,1522531,8925726,7403195
TCGA-A7-A0DA-01,16,9228532,19486418,10257886
TCGA-A7-A0DA-01,16,19493024,19527033,34009
TCGA-A7-A0DA-01,16,19536384,55104086,35567702
TCGA-A7-A0DA-01,16,55107319,60365853,5258534
TCGA-A7-A0DA-01,16,60367131,66920145,6553014
TCGA-A7-A0DA-01,16,66920452,66982994,62542
TCGA-A7-A0DA-01,16,66985138,73151404,6166266
TCGA-A7-A0DA-01,16,73152824,73160915,8091
TCGA-A7-A0DA-01,16,73161334,89379936,16218602
TCGA-A7-A0DA-01,17,987221,2587426,1600205
TCGA-A7-A0DA-01,17,2587892,7124865,4536973
TCGA-A7-A0DA-01,17,7124938,37956238,30831300
TCGA-A7-A0DA-01,17,37959118,38041774,82656
TCGA-A7-A0DA-01,17,38047471,39312322,1264851
TCGA-A7-A0DA-01,17,39313305,39527491,214186
TCGA-A7-A0DA-01,17,39527609,51876612,12349003
TCGA-A7-A0DA-01,17,51877098,70199652,18322554
TCGA-A7-A0DA-01,17,70200678,70200743,65
TCGA-A7-A0DA-01,17,70202106,77851318,7649212
TCGA-A7-A0DA-01,17,77852795,77852949,154
TCGA-A7-A0DA-01,17,77856615,80917016,3060401
TCGA-A7-A0DA-01,18,329586,1687514,1357928
TCGA-A7-A0DA-01,18,1699061,5618404,3919343
TCGA-A7-A0DA-01,18,5622011,6801200,1179189
TCGA-A7-A0DA-01,18,6816369,6905696,89327
TCGA-A7-A0DA-01,18,6905974,12752249,5846275
TCGA-A7-A0DA-01,18,12761428,13159765,398337
TCGA-A7-A0DA-01,18,13162450,13198053,35603
TCGA-A7-A0DA-01,18,13198214,14603859,1405645
TCGA-A7-A0DA-01,18,14604228,23532611,8928383
TCGA-A7-A0DA-01,18,23534765,23534768,3
TCGA-A7-A0DA-01,18,23535593,37310983,13775390
TCGA-A7-A0DA-01,18,37311340,77109240,39797900
TCGA-A7-A0DA-01,19,284018,7300055,7016037
TCGA-A7-A0DA-01,19,7304492,7397015,92523
TCGA-A7-A0DA-01,19,7398265,11109528,3711263
TCGA-A7-A0DA-01,19,11112112,11126088,13976
TCGA-A7-A0DA-01,19,11132080,13336263,2204183
TCGA-A7-A0DA-01,19,13337124,14999619,1662495
TCGA-A7-A0DA-01,19,15000922,16149180,1148258
TCGA-A7-A0DA-01,19,16152816,16296180,143364
TCGA-A7-A0DA-01,19,16296771,16297395,624
TCGA-A7-A0DA-01,19,16300299,16336401,36102
TCGA-A7-A0DA-01,19,16339715,17680101,1340386
TCGA-A7-A0DA-01,19,17683292,19459215,1775923
TCGA-A7-A0DA-01,19,19464817,24049393,4584576
TCGA-A7-A0DA-01,19,24049410,34186254,10136844
TCGA-A7-A0DA-01,19,34187282,34187345,63
TCGA-A7-A0DA-01,19,34187528,47399831,13212303
TCGA-A7-A0DA-01,19,47400590,47482415,81825
TCGA-A7-A0DA-01,19,47483306,56108491,8625185
TCGA-A7-A0DA-01,19,56119985,58878226,2758241
TCGA-A7-A0DA-01,20,455764,2771643,2315879
TCGA-A7-A0DA-01,20,2771921,2799807,27886
TCGA-A7-A0DA-01,20,2800801,29850586,27049785
TCGA-A7-A0DA-01,20,29850835,30600667,749832
TCGA-A7-A0DA-01,20,30608046,30611199,3153
TCGA-A7-A0DA-01,20,30611379,31817604,1206225
TCGA-A7-A0DA-01,20,31820760,51079154,19258394
TCGA-A7-A0DA-01,20,51079271,62219837,11140566
TCGA-A7-A0DA-01,21,15347621,31137937,15790316
TCGA-A7-A0DA-01,21,31140753,31232098,91345
TCGA-A7-A0DA-01,21,31233394,34293409,3060015
TCGA-A7-A0DA-01,21,34294322,34344544,50222
TCGA-A7-A0DA-01,21,34345967,36666340,2320373
TCGA-A7-A0DA-01,21,36666460,36666734,274
TCGA-A7-A0DA-01,21,36669447,47678774,11009327
TCGA-A7-A0DA-01,22,17423930,38500382,21076452
TCGA-A7-A0DA-01,22,38546700,46425538,7878838
TCGA-A7-A0DA-01,22,46425646,46502870,77224
TCGA-A7-A0DA-01,22,46505806,49331012,2825206
TCGA-A7-A0DA-01,23,3157107,12870928,9713821
TCGA-A7-A0DA-01,23,12875371,15714896,2839525
TCGA-A7-A0DA-01,23,15714947,15714955,8
TCGA-A7-A0DA-01,23,15723145,17947076,2223931
TCGA-A7-A0DA-01,23,17947994,27139830,9191836
TCGA-A7-A0DA-01,23,27144445,27420158,275713
TCGA-A7-A0DA-01,23,27420255,35078650,7658395
TCGA-A7-A0DA-01,23,35080078,39389676,4309598
TCGA-A7-A0DA-01,23,39391529,39514486,122957
TCGA-A7-A0DA-01,23,39516026,40585785,1069759
TCGA-A7-A0DA-01,23,40590550,47249792,6659242
TCGA-A7-A0DA-01,23,47250485,47350363,99878
TCGA-A7-A0DA-01,23,47350952,50638685,3287733
TCGA-A7-A0DA-01,23,50638783,50639531,748
TCGA-A7-A0DA-01,23,50640971,58317986,7677015
TCGA-A7-A0DA-01,23,62172719,63472146,1299427
TCGA-A7-A0DA-01,23,63479145,63479197,52
TCGA-A7-A0DA-01,23,63481016,66435313,2954297
TCGA-A7-A0DA-01,23,66439566,83088708,16649142
TCGA-A7-A0DA-01,23,83090604,83448118,357514
TCGA-A7-A0DA-01,23,83448176,83496176,48000
TCGA-A7-A0DA-01,23,83502454,86858152,3355698
TCGA-A7-A0DA-01,23,86859051,86888867,29816
TCGA-A7-A0DA-01,23,86895255,154905589,68010334
TCGA-A7-A0CD-01,1,3218610,21374810,18156200
TCGA-A7-A0CD-01,1,21376914,21377209,295
TCGA-A7-A0CD-01,1,21377583,45626175,24248592
TCGA-A7-A0CD-01,1,45634781,45641567,6786
TCGA-A7-A0CD-01,1,45641788,120527361,74885573
TCGA-A7-A0CD-01,1,149879545,170237525,20357980
TCGA-A7-A0CD-01,1,170239441,170239716,275
TCGA-A7-A0CD-01,1,170240085,227005004,56764919
TCGA-A7-A0CD-01,1,227006972,227007182,210
TCGA-A7-A0CD-01,1,227013696,247813706,20800010
TCGA-A7-A0CD-01,2,484222,2248527,1764305
TCGA-A7-A0CD-01,2,2249041,2249881,840
TCGA-A7-A0CD-01,2,2249940,242476062,240226122
TCGA-A7-A0CD-01,3,2212571,197538677,195326106
TCGA-A7-A0CD-01,4,1053934,7576413,6522479
TCGA-A7-A0CD-01,4,7578042,7579715,1673
TCGA-A7-A0CD-01,4,7579868,66567056,58987188
TCGA-A7-A0CD-01,4,66567179,66567198,19
TCGA-A7-A0CD-01,4,66568768,188763651,122194883
TCGA-A7-A0CD-01,5,914233,180360469,179446236
TCGA-A7-A0CD-01,6,1014281,21994744,20980463
TCGA-A7-A0CD-01,6,21995123,21995175,52
TCGA-A7-A0CD-01,6,21995734,24322037,2326303
TCGA-A7-A0CD-01,6,24325809,24326285,476
TCGA-A7-A0CD-01,6,24328706,27090404,2761698
TCGA-A7-A0CD-01,6,27094956,27095134,178
TCGA-A7-A0CD-01,6,27095709,43038591,15942882
TCGA-A7-A0CD-01,6,43038706,43038927,221
TCGA-A7-A0CD-01,6,43039088,71074898,28035810
TCGA-A7-A0CD-01,6,71075085,71075146,61
TCGA-A7-A0CD-01,6,71075888,72578767,1502879
TCGA-A7-A0CD-01,6,72578985,170903919,98324934
TCGA-A7-A0CD-01,7,705284,1932181,1226897
TCGA-A7-A0CD-01,7,1934131,1934642,511
TCGA-A7-A0CD-01,7,1936488,57935910,55999422
TCGA-A7-A0CD-01,7,63112265,63114887,2622
TCGA-A7-A0CD-01,7,63115016,118261173,55146157
TCGA-A7-A0CD-01,7,118267156,118267637,481
TCGA-A7-A0CD-01,7,118267904,142645774,24377870
TCGA-A7-A0CD-01,7,142645930,142660340,14410
TCGA-A7-A0CD-01,7,142660458,158385118,15724660
TCGA-A7-A0CD-01,8,617667,10938260,10320593
TCGA-A7-A0CD-01,8,10938355,11609715,671360
TCGA-A7-A0CD-01,8,11610674,70207916,58597242
TCGA-A7-A0CD-01,8,70207946,70208266,320
TCGA-A7-A0CD-01,8,70208291,145232496,75024205
TCGA-A7-A0CD-01,9,789932,140938752,140148820
TCGA-A7-A0CD-01,10,415240,55547003,55131763
TCGA-A7-A0CD-01,10,55547803,55548321,518
TCGA-A7-A0CD-01,10,55550370,91869767,36319397
TCGA-A7-A0CD-01,10,91869843,91869909,66
TCGA-A7-A0CD-01,10,91871029,135225087,43354058
TCGA-A7-A0CD-01,11,456120,134142530,133686410
TCGA-A7-A0CD-01,12,889902,133161346,132271444
TCGA-A7-A0CD-01,13,19450806,111858599,92407793
TCGA-A7-A0CD-01,13,111860716,111864889,4173
TCGA-A7-A0CD-01,13,111866545,114987458,3120913
TCGA-A7-A0CD-01,14,20501368,105988038,85486670
TCGA-A7-A0CD-01,15,23687685,101884307,78196622
TCGA-A7-A0CD-01,16,653459,31850299,31196840
TCGA-A7-A0CD-01,16,46507665,88043875,41536210
TCGA-A7-A0CD-01,16,88044779,88051561,6782
TCGA-A7-A0CD-01,16,88052161,89379936,1327775
TCGA-A7-A0CD-01,17,987221,19774716,18787495
TCGA-A7-A0CD-01,17,19777544,80639370,60861826
TCGA-A7-A0CD-01,17,80639411,80639681,270
TCGA-A7-A0CD-01,17,80645830,80917016,271186
TCGA-A7-A0CD-01,18,329586,77109240,76779654
TCGA-A7-A0CD-01,19,284018,7300055,7016037
TCGA-A7-A0CD-01,19,7304492,7397015,92523
